,_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_ratingValue,ltable_price_range,ltable_number_of_reviews,rtable_name,rtable_address,rtable_ratingValue,rtable_price_range,rtable_number_of_reviews
1780,1780,2821,0,la victoria taqueria,1415 N 4th St San Jose CA 95112,2.5,$5,247,la victoria taqueria,140 East San Carlos St San Jose CA 95112,4.6,$20,24
1781,1781,2821,2390,la victoria taqueria,1415 N 4th St San Jose CA 95112,2.5,$5,247,la victoria taqueria,1415 N Fourth St San Jose CA 95112,-,$35,1
1782,1782,2822,743,rosie’s new york pizza,1285 The Alameda San Jose CA 95126,3.5,$20,381,rosie's new york pizza,1285 The Alameda St San Jose CA 95126,3.4,$15,1
1783,1783,2824,2655,angie’s pizza italian ,1535 S Winchester Blvd San Jose CA 95128,4.0,$5,98,angies pizza,1535 South Winchester Blvd San Jose CA 95128,2.9,$25,1
1784,1784,2826,977,hawaiian drive inn,304 E Santa Clara St San Jose CA 95113,3.5,$5,151,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
1785,1785,2826,1673,hawaiian drive inn,304 E Santa Clara St San Jose CA 95113,3.5,$5,151,new tung kee noodle house,264 E Santa Clara St San Jose CA 95113,3.2,$45,2
1786,1786,2826,2068,hawaiian drive inn,304 E Santa Clara St San Jose CA 95113,3.5,$5,151,nick's,354 E Santa Clara St San Jose CA 95113,2.9,$13,1
1787,1787,2827,149,dizengoff nyc,75 9th Ave New York NY 10011,4.5,$20,91,buddakan,75 9th Avenue New York NY 10011,4.9,$125,134
1788,1788,2827,209,dizengoff nyc,75 9th Ave New York NY 10011,4.5,$20,91,buddakan,75 9th Avenue New York NY 10011,4.9,$125,134
1789,1789,2827,2691,dizengoff nyc,75 9th Ave New York NY 10011,4.5,$20,91,amy's bread,75 9th Avenue New York NY 10011,4.0,$20,16
1790,1790,2829,704,eastlake bar & grill,2947 Eastlake Ave E Seattle WA 98102,3.5,$20,394,deluxe bar & grill,625 Broadway East Seattle WA 98102,3.8,$50,23
1791,1791,2829,1332,eastlake bar & grill,2947 Eastlake Ave E Seattle WA 98102,3.5,$20,394,eastlake bar & grill,2947 Eastlake Avenue East Seattle WA 98102,3.4,$40,17
1792,1792,2833,1081,phara’s mediterranean cuisine,111 E North Loop Blvd Austin TX 78751,4.0,$20,299,phara's,111 North Loop Blvd E Austin TX 78751,4.3,$40,16
1793,1793,2834,1654,senor taco taqueria,1375 Blossom Hill Rd San Jose CA 95118,4.0,$5,215,cup n saucer family,1375 Blossom Hill Road San Jose CA 95118,3.5,$40,2
1794,1794,2834,2375,senor taco taqueria,1375 Blossom Hill Rd San Jose CA 95118,4.0,$5,215,senor taco,1375 Blossom Hill Road San Jose CA 95118,3.9,$35,2
1795,1795,2835,984,alibi room,85 Pike St Seattle WA 98101,4.0,$20,479,alibi room,Pike Place Market 85 Pike St Suite 410 Seattle WA 98101,3.8,$50,26
1796,1796,2836,2891,rain shadow meats squared,404 Occidental Ave S Seattle WA 98104,4.5,$20,209,rain shadow meats,404 Occidental Avenue South WA 98104,3.3,$30,11
1797,1797,2837,621,ezell’s famous chicken,501 23rd Ave Seattle WA 98122,4.0,$5,605,ezell's famous chicken,501 23rd Avenue Seattle WA 98122,4.0,$20,41
1798,1798,2844,29,mr. natural,1901 E Cesar Chavez St Austin TX 78702,4.0,$5,244,la barbecue,1906 E Cesar Chavez St Austin TX 78702,4.0,$40,38
1799,1799,2844,1731,mr. natural,1901 E Cesar Chavez St Austin TX 78702,4.0,$5,244,mr. natural,1901 E Cesar Chavez St TX 78702,3.3,$10,7
1800,1800,2844,2747,mr. natural,1901 E Cesar Chavez St Austin TX 78702,4.0,$5,244,las cazuelas mexican,1701 E Cesar Chavez St Austin TX 78702,3.3,$45,7
1801,1801,2844,3164,mr. natural,1901 E Cesar Chavez St Austin TX 78702,4.0,$5,244,mongers market and kitchen,2401 E Cesar Chavez St Austin TX 78702,3.4,$75,2
1802,1802,2845,915,cedar door,201 Brazos St Austin TX 78701,3.5,$20,329,cedar door bar and grill,201 Brazos St Austin TX 78701,3.5,$40,24
1803,1803,2846,508,fado irish pub & ,214 W 4th St Austin TX 78701,4.0,$20,390,fad irish pub and ,214 W 4th St Austin TX 78701,3.8,$80,23
1804,1804,2846,779,fado irish pub & ,214 W 4th St Austin TX 78701,4.0,$20,390,halcyon,218 W 4th St Austin TX 78701,3.8,$45,21
1805,1805,2847,323,chez zee american bistro,5406 Balcones Dr Austin TX 78731,3.5,$20,708,chez zee american bistro,5406 Balcones Drive TX 78731,3.9,$70,36
1806,1806,2848,1895,patsy’s cafe,5001 E Ben White Blvd Austin TX 78741,3.5,$20,126,patsy's cafe,5001 E Ben White Blvd Austin TX 78741,3.6,$40,21
1807,1807,2850,1843,terry black’s barbecue,1003 Barton Springs Rd Austin TX 78704,4.0,$20,659,terry black's barbecue,1003 Barton Springs Road Austin TX 78704,3.5,$35,13
1808,1808,2851,31,pelon’s tex-mex,802 Red River St Austin TX 78701,3.5,$20,278,stubb's bar-b-q,801 Red River St Austin TX 78701,3.8,$35,86
1809,1809,2851,2622,pelon’s tex-mex,802 Red River St Austin TX 78701,3.5,$20,278,pelns,802 Red River St Austin TX 78701,3.3,$35,11
1810,1810,2853,483,the smith,1900 Broadway New York NY 10023,3.5,$20,1006,cafe fiorello,1900 Broadway New York NY 10023,4.1,$120,31
1811,1811,2853,1222,the smith,1900 Broadway New York NY 10023,3.5,$20,1006,bar boulud,1900 Broadway New York NY 10023,4.1,$200,32
1812,1812,2853,1260,the smith,1900 Broadway New York NY 10023,3.5,$20,1006,the smith,1900 Broadway New York NY 10023,3.4,$90,18
1813,1813,2859,548,the eddy,342 E 6th St New York NY 10003,4.5,$45,277,veniero's pasticceria & caffe,342 E 11th St New York NY 10003,4.3,$20,33
1814,1814,2863,95,cicero’s pizza,6138 Bollinger Rd San Jose CA 95129,4.0,$20,737,cicero's pizza,Orchard Farm Center 6138 Bollinger Road San Jose CA 95129,4.5,$30,15
1815,1815,2868,742,sushi boat,1600 Saratoga Ave San Jose CA 95129,3.5,$20,410,sushi boat,Westgate Center 1600 Saratoga Avenue San Jose CA 95129,3.4,$50,3
1816,1816,2871,1304,clinton street baking company,4 Clinton St New York NY 10002,4.0,$20,3430,clinton street baking company,4 Clinton St New York NY 10002,4.3,$70,83
1817,1817,2871,2788,clinton street baking company,4 Clinton St New York NY 10002,4.0,$20,3430,ivan ramen,25 Clinton St New York NY 10002,3.3,$50,14
1818,1818,2873,485,blue hill,75 Washington Pl New York NY 10011,4.5,$91,780,blue hill,75 Washington Place New York NY 10011,3.9,$180,23
1819,1819,2877,2330,fish,280 Bleecker St New York NY 10014,4.0,$20,1213,blind tiger,281 Bleecker St New York NY 10014,4.0,$70,20
1820,1820,2877,2700,fish,280 Bleecker St New York NY 10014,4.0,$20,1213,faicco's,260 Bleecker St New York NY 10014,3.6,$25,5
1821,1821,2882,2581,mod pizza,5263 Prospect Rd San Jose CA 95129,4.0,$5,252,mod pizza,5263 Prospect Road San Jose CA 95129,-,$25,2
1822,1822,2883,1437,house of pho,5353 Almaden Expy San Jose CA 95118,3.5,$5,318,house of pho,5353 Almaden Expressway San Jose CA 95118,2.9,$35,2
1823,1823,2885,311,okayama japanese ,565 N 6th St San Jose CA 95112,3.5,$20,513,okayama japanese,565 North 6th St  San Jose CA 95112,3.4,$20,3
1824,1824,2890,239,red mill burgers,1613 W Dravus St Seattle WA 98119,4.0,$5,720,red mill burgers,1613 W Dravus St Seattle WA 98119,4.4,$25,44
1825,1825,2894,1538,belle epicurean,1206 4th Ave Seattle WA 98101,4.0,$20,322,belle epicurean,Fairmont Olympic Hotel 1206 4th Avenue Seattle WA 98101,3.7,$25,20
1826,1826,2896,1723,ms p’s electric cock fried chicken,80 Rainey St Austin TX 78701,3.5,$20,6,el naranjo,85 Rainey St Austin TX 78701,3.6,$100,13
1827,1827,2900,2184,hunan riverplace,10601 RM 2222 Austin TX 78730,3.5,$5,145,hunan riverplace,10601 Farm to Market 2222 Suite AA Austin TX 78730,3.5,$25,9
1828,1828,2902,334,asti trattoria,408 E 43rd St Austin TX 78751,3.5,$20,353,asti trattoria,408 C E 43rd St Austin TX 78751,3.8,$60,21
1829,1829,2903,2418,alta’s cafe,74 Trinity St Austin TX 78701,4.0,$5,112,slake cafe,120 E 7th St Austin TX 78701,3.1,$25,5
1830,1830,2905,3162,curcuma,603 W Live Oak St Austin TX 78704,5.0,$20,10,bananarchy,603 W Live Oak St Austin TX 78704,3.1,$15,9
1831,1831,2909,381,tat’s delicatessen,159 Yesler Way Seattle WA 98104,4.5,$20,891,tat's delicatessen,159 Yesler Way Seattle WA 98104,4.4,$25,41
1832,1832,2909,2558,tat’s delicatessen,159 Yesler Way Seattle WA 98104,4.5,$20,891,al boccalino,1 Yesler Way Seattle WA 98104,3.1,$100,26
1833,1833,2912,1547,flying squirrel pizza co,4920 S Genesee St Seattle WA 98118,4.0,$20,291,flying squirrel pizza co.,4920 S Genesee St Seattle WA 98118,4.0,$40,20
1834,1834,2924,2147,elma’s taqueria,Fresco Supermarket San Jose CA 95122,4.5,$5,29,super taqueria,911 McLaughlin Avenue San Jose CA 95122,3.3,$43,1
1835,1835,2925,93,pieology pizzeria,99 East San Fernando St San Jose CA 95113,3.5,$5,51,gordon biersch brewery ,33 East San Fernando St San Jose CA 95113,3.8,$35,8
1836,1836,2926,977,hue xua,301 E Santa Clara St San Jose CA 95113,3.5,$5,4,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
1837,1837,2926,2068,hue xua,301 E Santa Clara St San Jose CA 95113,3.5,$5,4,nick's,354 E Santa Clara St San Jose CA 95113,2.9,$13,1
1838,1838,2930,2026,yakiniq sj,1783 W San Carlos St San Jose CA 95128,3.5,$20,477,got 2 go pizza,1761 W San Carlos St San Jose CA 95128,3.0,$30,1
1839,1839,2933,503,lucy’s fried chicken,2218 College Ave Austin TX 78704,3.5,$20,731,lucy's fried chicken,2218 College Avenue Austin TX 78704,3.8,$75,37
1840,1840,2935,3058,nik’s italian kitchen + bar,7900 N Fm 620 Austin TX 78726,3.5,$20,160,nik's italian kitchen + bar,7900 N Ranch Road 620 Austin TX 78726,3.5,$25,9
1841,1841,2936,118,michi ramen,3005 S Lamar Blvd Austin TX 78704,3.5,$20,115,kerbey lane cafe,3003 S Lamar Blvd Austin TX 78704,4.2,$35,58
1842,1842,2936,2923,michi ramen,3005 S Lamar Blvd Austin TX 78704,3.5,$20,115,rockin tomato,3003 S Lamar Blvd Austin TX 78704,3.7,$35,6
1843,1843,2936,3060,michi ramen,3005 S Lamar Blvd Austin TX 78704,3.5,$20,115,baker st pub & grill,3003 S Lamar Blvd Austin TX 78704,3.2,$50,5
1844,1844,2937,496,red’s porch,3508 S Lamar Blvd Austin TX 78704,3.5,$20,799,red's porch,3508 S Lamar Blvd Austin TX 78704,3.8,$15,30
1845,1845,2942,1635,micklethwait craft meats,1309 Rosewood Ave Austin TX 78702,4.5,$20,537,micklethwait craft meats,1309 Rosewood Avenue Austin TX 78702,3.7,$40,18
1846,1846,2943,1367,habanero mexican cafe,501 W Oltorf St Austin TX 78704,4.0,$5,513,habanero mexican cafe,501 W Oltorf St Austin TX 78704,4.0,$30,29
1847,1847,2945,1357,foodheads,616 W 34th St Austin TX 78705,4.0,$5,460,foodheads,616 W 34th St Austin TX 78705,3.8,$30,8
1848,1848,2948,341,galaxy cafe south,9911 Brodie Ln Austin TX 78748,3.5,$20,268,galaxy cafe south,9911 Brodie Lane Suite 750 Austin TX 78748,4.1,$45,17
1849,1849,2950,431,noodle village,13 Mott St New York NY 10013,4.0,$5,562,wo hop,17 Mott St New York NY 10013,4.3,$25,41
1850,1850,2950,1588,noodle village,13 Mott St New York NY 10013,4.0,$5,562,shanghai caf,100 Mott St New York NY 10013,4.0,$35,32
1851,1851,2957,1513,pintxo,2207 2nd Ave Seattle WA 98121,4.0,$20,309,pintxo,2207 2nd Avenue Seattle WA 98121,3.5,$60,31
1852,1852,2960,258,reserve a table,1216 Pine St Seattle WA 98101,4.0,$20,278,ristorante machiavelli,1215 Pine St Seattle WA 98101,4.3,$60,44
1853,1853,2961,1745,delicatus,103 1st Ave S Seattle WA 98104,4.0,$20,311,delicatus,103 1st Avenue South Seattle WA 98104,3.7,$40,15
1854,1854,2964,1542,slim’s last chance,5606 1st Ave S Seattle WA 98108,4.0,$20,277,slim's last chance,5606 1st Avenue S Seattle WA 98108,3.6,$75,22
1855,1855,2965,1338,hamanasu,1200 5th Ave Seattle WA 98101,3.5,$20,29,benihana,1200 5th Avenue Seattle WA 98101,3.6,$110,12
1856,1856,2966,3122,la parisienne french bakery,2507 4th Ave Seattle WA 98121,4.5,$5,245,la parisienne,2507 4th Avenue Seattle WA 98121,3.5,$25,12
1857,1857,2967,1782,shiku sushi,5310 Ballard Ave NW Seattle WA 98107,4.0,$20,369,shiku sushi,5310 Ballard Avenue NW Seattle WA 98107,3.7,$40,22
1858,1858,2968,561,mai thaiku,6705 Greenwood Ave N Seattle WA 98103,4.0,$20,173,jai thai,3423 Fremont Avenue North Seattle WA 98103,3.8,$30,28
1859,1859,2968,716,mai thaiku,6705 Greenwood Ave N Seattle WA 98103,4.0,$20,173,thaiku,6705 Greenwood Avenue North Greenwood Seattle WA 98103,3.8,$35,15
1860,1860,2969,2551,pecado bueno,4307 Fremont Ave N Seattle WA 98103,4.0,$20,418,pecado bueno,4307 Fremont Avenue North Seattle WA 98103,3.5,$25,15
1861,1861,2973,888,pho so 1,1207 S Jackson St Seattle WA 98144,4.0,$5,132,seven stars pepper szechuan ,1207 South Jackson St Seattle WA 98144,3.9,$25,18
1862,1862,2973,2093,pho so 1,1207 S Jackson St Seattle WA 98144,4.0,$5,132,saigon deli,1237 S Jackson St Seattle WA 98144,3.7,$15,18
1863,1863,2975,1165,tsugaru japanese ,224 Jackson St San Jose CA 95112,3.5,$20,242,tsugaru japanese,224 Jackson St San Jose CA 95112,3.5,$50,2
1864,1864,2978,108,ramen halu,375 Saratoga Ave San Jose CA 95129,3.5,$20,1104,ramen halu,375- Saratoga Avenue San Jose CA 95129,4.0,$65,4
1865,1865,2978,1056,ramen halu,375 Saratoga Ave San Jose CA 95129,3.5,$20,1104,mitsuwa marketplace,675 Saratoga Ave San Jose CA 95129,3.6,$65,1
1866,1866,2979,315,giorgio’s italian food & pizzeria,1445 Foxworthy Ave San Jose CA 95118,3.5,$20,467,giorgio's,1445 Foxworthy Avenue San Jose CA 95118,4.2,$50,1
1867,1867,2981,840,the soup peddler real food & juice bar,4631 Airport Blvd Austin TX 78751,4.5,$5,38,the omelettry,4631 Airport Blvd Austin TX 78751,4.0,$25,25
1868,1868,2985,490,korea house,2700 W Anderson Ln Austin TX 78757,3.5,$20,656,korea house,2700 W Anderson Lane Suite 501 Austin TX 78757,4.2,$45,24
1869,1869,2985,859,korea house,2700 W Anderson Ln Austin TX 78757,3.5,$20,656,madam mam's,2700 W Anderson Lane Austin TX 78757,3.5,$30,19
1870,1870,2985,1634,korea house,2700 W Anderson Ln Austin TX 78757,3.5,$20,656,alamo drafthouse,2700 W Anderson Lane Austin TX 78757,3.7,$50,8
1871,1871,2985,1891,korea house,2700 W Anderson Ln Austin TX 78757,3.5,$20,656,shabu hot pot and noodle bar,2700 W Anderson Lane Austin TX 78757,3.6,$50,7
1872,1872,2986,1074,pinthouse pizza,4729 Burnet Rd Austin TX 78756,4.0,$20,670,pinthouse pizza,4729 Burnet Road Austin TX 78756,3.6,$35,17
1873,1873,2987,1363,brick oven,1209 Red River St Austin TX 78701,3.5,$20,108,brick oven,1209 Red River St Austin TX 78701,3.5,$45,13
1874,1874,2988,1087,zax restaurant & bar,312 Barton Springs Rd Austin TX 78704,3.5,$20,280,zax restaurant & bar,312 Barton Springs Road Austin TX 78704,3.6,$75,13
1875,1875,2990,511,east side pies,1401 B Rosewood Ave Austin TX 78702,4.0,$5,553,east side pies,1401 B Rosewood Avenue TX 78702,4.1,$35,20
1876,1876,2990,1070,east side pies,1401 B Rosewood Ave Austin TX 78702,4.0,$5,553,east side king,1618 1/2 E 6th St TX 78702,3.7,$25,14
1877,1877,2994,1420,pizza express,1290 S Bascom Ave San Jose CA 95128,4.0,$20,127,green bites cafe,1290 S Bascom Avenue San Jose CA 95128,3.2,$15,1
1878,1878,2996,1969,gourmands neighborhood pub,2316 Webberville Rd Austin TX 78702,4.0,$5,417,gourmands neighborhood pub,2316 Webberville Road Austin TX 78702,3.6,$35,9
1879,1879,2997,305,the cheesecake factory,925 Blossom Hill Road San Jose CA 95123,3.0,$20,821,olive garden,940 Blossom Hill Road San Jose CA 95123,3.9,$25,3
1880,1880,2997,353,the cheesecake factory,925 Blossom Hill Road San Jose CA 95123,3.0,$20,821,the cheesecake factory,Westfield Oakridge 925 Blossom Hill Road  San Jose CA 95123,3.5,$25,2
1881,1881,2998,105,miyabitei japanese ,675 Saratoga Ave San Jose CA 95129,3.5,$5,261,santouka ramen,675 Saratoga Avenue San Jose CA 95129,4.0,$80,6
1882,1882,2998,1056,miyabitei japanese ,675 Saratoga Ave San Jose CA 95129,3.5,$5,261,mitsuwa marketplace,675 Saratoga Ave San Jose CA 95129,3.6,$65,1
1883,1883,2998,2242,miyabitei japanese ,675 Saratoga Ave San Jose CA 95129,3.5,$5,261,j sweet,675 Saratoga Avenue San Jose CA 95129,2.9,$13,1
1884,1884,2998,2612,miyabitei japanese ,675 Saratoga Ave San Jose CA 95129,3.5,$5,261,matcha love,675 Saratoga Avenue San Jose CA 95129,-,$13,1
1885,1885,2998,3035,miyabitei japanese ,675 Saratoga Ave San Jose CA 95129,3.5,$5,261,miyabitei japanese,675 Saratoga Avenue San Jose CA 95129,-,$20,1
1886,1886,3005,787,pure thai cookhouse,766 9th Ave New York NY 10019,4.0,$20,1802,pure thai cookhouse,766 9th Avenue Unit 2 New York NY 10019,4.1,$40,23
1887,1887,3005,2793,pure thai cookhouse,766 9th Ave New York NY 10019,4.0,$20,1802,island burgers and shakes,766 9th Avenue New York NY 10019,4.0,$60,17
1888,1888,3007,661,reserve a table,325 W 51st St New York NY 10019,4.0,$45,186,ippudo westside,321 W 51st St New York NY 10019,4.3,$70,36
1889,1889,3007,3000,reserve a table,325 W 51st St New York NY 10019,4.0,$45,186,braai,329 W 51st St New York NY 10019,3.5,$80,16
1890,1890,3010,663,verlaine,110 Rivington St New York NY 10002,4.0,$20,1178,schiller's liquor bar,131 Rivington St New York NY 10002,4.1,$70,29
1891,1891,3010,1252,verlaine,110 Rivington St New York NY 10002,4.0,$20,1178,sugar sweet sunshine,126 Rivington St New York NY 10002,4.1,$15,28
1892,1892,3010,2206,verlaine,110 Rivington St New York NY 10002,4.0,$20,1178,spitzer's corner,101 Rivington St New York NY 10002,4.0,$60,15
1893,1893,3011,396,teriyaki 1st,5201 University Way NE Seattle WA 98105,4.5,$5,236,araya's vegetarian place,5240 University Way NE Seattle WA 98105,4.2,$40,34
1894,1894,3012,269,local pho,2230 3rd Ave Seattle WA 98121,4.0,$5,323,local 360,2234 1st Avenue WA 98121,4.0,$50,69
1895,1895,3014,744,la victoria taqueria,131 W Santa Clara St San Jose CA 95113,3.5,$5,1107,britannia arms,173 W Santa Clara St San Jose CA 95113,3.6,$20,2
1896,1896,3014,746,la victoria taqueria,131 W Santa Clara St San Jose CA 95113,3.5,$5,1107,nick the greek,143 W Santa Clara St San Jose CA 95113,3.1,$15,3
1897,1897,3014,2160,la victoria taqueria,131 W Santa Clara St San Jose CA 95113,3.5,$5,1107,dac phuc,198 W Santa Clara St San Jose CA 95113,2.8,$35,2
1898,1898,3017,2047,mimi’s chinese kitchen,5278 Monterey Hwy San Jose CA 95111,4.0,$20,50,mimi's chinese kitchen,5278 Monterey Road San Jose CA 95111,3.5,$45,1
1899,1899,3019,2092,modena pizza & pasta,8014 Lake City Way NE Seattle WA 98115,4.0,$20,31,mr. villa mexican ,8064 Lake City Way NE Seattle WA 98115,3.8,$40,17
1900,1900,3023,2033,bo town,409 S 2nd St San Jose CA 95113,3.5,$20,201,bo town,409 South Second St San Jose CA 95113,3.4,$30,1
1901,1901,3024,392,ivar’s acres of clams,1001 Alaskan Way Seattle WA 98104,3.5,$20,866,ivar's acres of clams,1001 Alaskan Way Seattle WA WA 98104,3.9,$95,49
1902,1902,3025,396,village sushi,5211 University Way NE Seattle WA 98105,4.0,$20,17,araya's vegetarian place,5240 University Way NE Seattle WA 98105,4.2,$40,34
1903,1903,3025,2846,village sushi,5211 University Way NE Seattle WA 98105,4.0,$20,17,village sushi,4741 12th Avenue NE Seattle WA 98105,3.8,$50,15
1904,1904,3027,872,loulay kitchen & bar,600 Union St Seattle WA 98101,3.5,$20,403,loulay kitchen & bar,Sheraton Seattle Hotel 600 Union St Seattle WA 98101,3.5,$85,40
1905,1905,3029,1311,cafe mogador,101 St Marks Pl New York NY 10009,4.0,$20,1504,caf mogador,101 Saint Marks Place New York NY 10009,4.7,$75,44
1906,1906,3031,2519,gohan,14A Orchard St New York NY 10002,5.0,$45,11,the fat radish,17 Orchard St New York NY 10002,3.6,$75,17
1907,1907,3033,650,ousia,629 W 57th St New York NY 10019,4.5,,6,rue 57,60 W 57th St New York NY 10019,4.1,$120,45
1908,1908,3035,1794,bondst,6 Bond St New York NY 10012,4.0,$45,719,bondst,6 Bond St New York NY 10012,3.9,$120,23
1909,1909,3037,1807,xi’an famous foods,24 W 45th St New York NY 10036,4.0,$5,996,bond 45,154 W 45th St New York NY 10036,3.9,$90,24
1910,1910,3046,349,angelo’s italian restaurant & pizza,436 Blossom Hill Rd San Jose CA 95123,3.5,$20,197,angelo's italian,436 Blossom Hill Road San Jose CA 95123,3.7,$30,5
1911,1911,3047,572,pinkaew thai cuisine,5101 25th Ave NE Seattle WA 98105,4.0,$20,109,mamma melina,5101 25th Avenue NE Seattle WA 98105,4.0,$40,35
1912,1912,3050,2367,anthony’s bell street diner,2201 Alaskan Way Seattle WA 98121,3.0,$20,183,anthony's bell street diner,Pier 66 2201 Alaskan Way Seattle WA 98121,3.3,$45,19
1913,1913,3051,3099,cafe munir,2408 NW 80th St Seattle WA 98117,4.5,$20,181,cafe munir,2408 NW 80th St Seattle WA 98117,3.7,$25,8
1914,1914,3053,947,reserve a table,163 E 33rd St New York NY 10016,4.0,$20,709,2nd ave deli,162 E 33rd St New York NY 10016,4.3,$150,34
1915,1915,3063,1967,flores mexican ,8300 N FM 620 Austin TX 78726,3.5,$20,160,flores mexican ,8300 FM 620 N Austin TX 78726,3.3,$50,14
1916,1916,3065,1380,the melting pot,13343 N Hwy 183 Austin TX 78750,4.0,$45,282,melting pot,13343 US 183 N Suite 350 Austin TX 78750,3.7,$60,13
1917,1917,3066,1448,ross’ old austin cafe,11800 N Lamar Blvd Austin TX 78753,4.0,$5,145,ross' old austin cafe,11800 N Lamar Blvd Suite 6 Austin TX 78753,3.7,$30,22
1918,1918,3066,1595,ross’ old austin cafe,11800 N Lamar Blvd Austin TX 78753,4.0,$5,145,santorini cafe,11800 N Lamar Blvd Austin TX 78753,3.3,$50,13
1919,1919,3066,3174,ross’ old austin cafe,11800 N Lamar Blvd Austin TX 78753,4.0,$5,145,peace bakery and deli,11220 N Lamar Blvd Austin TX 78753,3.1,$30,4
1920,1920,3067,1652,winflo osteria,1315 W 6th St Austin TX 78703,3.5,$20,327,winflo,1315 W 6th St Austin TX 78703,3.3,$85,8
1921,1921,3068,814,thai cuisine,4101 W Parmer Ln Austin TX 78727,4.0,$20,523,thai cuisine,4101 W Parmer Lane Suite F Austin TX 78727,4.0,$35,28
1922,1922,3070,2177,texas land & cattle,6007 North IH 35 Austin TX 78723,3.0,$20,148,texas land & cattle,6007 N Interstate Hwy 35 Austin TX 78723,3.3,$50,11
1923,1923,3071,1845,rebel pizza bar,7858 Shoal Creek Blvd Austin TX 78757,4.0,$20,174,suzi's china grill,7858 Shoal Creek Blvd Austin TX 78757,3.3,$50,10
1924,1924,3073,1622,rounders pizzeria,1203 W 6th St Austin TX 78703,4.0,$20,313,clark's oyster bar,1200 W 6th St Austin TX 78703,3.5,$25,11
